"data","manancial","volume armazenado","pluviometria do dia","pluviometria acumulada no mês","média histórica do mês"
"2004-6-16","sistemaRioGrande","92,2 %","0,2 mm","86,5 mm","58,4 mm"
"2004-6-16","sistemaRioClaro","101,7 %","0,0 mm","157,9 mm","96,0 mm"
"2004-6-17","sistemaCantareira","40,4 %","0,0 mm","82,6 mm","57,2 mm"
"2004-6-17","sistemaAltoTiete","40,8 %","0,0 mm","85,6 mm","54,3 mm"
"2004-6-17","sistemaGuarapiranga","48,9 %","0,0 mm","65,0 mm","53,9 mm"
"2004-6-17","sistemaCotia","44,8 %","0,0 mm","66,7 mm","61,6 mm"
"2004-6-17","sistemaRioGrande","92,1 %","1,0 mm","87,5 mm","58,4 mm"
"2004-6-17","sistemaRioClaro","101,7 %","0,0 mm","157,9 mm","96,0 mm"
"2004-6-18","sistemaCantareira","40,5 %","0,0 mm","82,6 mm","57,2 mm"
"2004-6-18","sistemaAltoTiete","40,8 %","0,0 mm","85,6 mm","54,3 mm"
"2004-6-18","sistemaGuarapiranga","48,7 %","0,0 mm","65,0 mm","53,9 mm"
"2004-6-18","sistemaCotia","44,7 %","0,0 mm","66,7 mm","61,6 mm"
"2004-6-18","sistemaRioGrande","92,1 %","0,0 mm","87,5 mm","58,4 mm"
"2004-6-18","sistemaRioClaro","101,6 %","0,5 mm","158,4 mm","96,0 mm"
"2004-6-19","sistemaCantareira","40,5 %","0,0 mm","82,6 mm","57,2 mm"
"2004-6-19","sistemaAltoTiete","40,8 %","0,0 mm","85,6 mm","54,3 mm"
"2004-6-19","sistemaGuarapiranga","48,6 %","0,0 mm","65,0 mm","53,9 mm"
"2004-6-19","sistemaCotia","44,7 %","0,0 mm","66,7 mm","61,6 mm"
"2004-6-19","sistemaRioGrande","91,7 %","0,0 mm","87,5 mm","58,4 mm"
"2004-6-19","sistemaRioClaro","101,6 %","0,0 mm","158,4 mm","96,0 mm"
"2004-6-20","sistemaCantareira","40,5 %","0,0 mm","82,6 mm","57,2 mm"
"2004-6-20","sistemaAltoTiete","40,6 %","0,2 mm","85,8 mm","54,3 mm"
"2004-6-20","sistemaGuarapiranga","48,3 %","0,0 mm","65,0 mm","53,9 mm"
"2004-6-20","sistemaCotia","44,6 %","0,0 mm","66,7 mm","61,6 mm"
"2004-6-20","sistemaRioGrande","91,6 %","0,0 mm","87,5 mm","58,4 mm"
"2004-6-20","sistemaRioClaro","101,6 %","0,0 mm","158,4 mm","96,0 mm"
"2004-6-21","sistemaCantareira","40,5 %","0,0 mm","82,6 mm","57,2 mm"
"2004-6-21","sistemaAltoTiete","40,5 %","0,1 mm","85,9 mm","54,3 mm"
"2004-6-21","sistemaGuarapiranga","48,1 %","0,0 mm","65,0 mm","53,9 mm"
"2004-6-21","sistemaCotia","44,4 %","0,0 mm","66,7 mm","61,6 mm"
"2004-6-21","sistemaRioGrande","91,4 %","0,0 mm","87,5 mm","58,4 mm"
"2004-6-21","sistemaRioClaro","101,6 %","0,0 mm","158,4 mm","96,0 mm"
"2004-6-22","sistemaCantareira","40,4 %","0,0 mm","82,6 mm","57,2 mm"
"2004-6-22","sistemaAltoTiete","40,4 %","0,1 mm","85,9 mm","54,3 mm"
"2004-6-22","sistemaGuarapiranga","47,9 %","0,0 mm","65,0 mm","53,9 mm"
"2004-6-22","sistemaCotia","44,3 %","0,0 mm","66,7 mm","61,6 mm"
"2004-6-22","sistemaRioGrande","91,3 %","0,0 mm","87,5 mm","58,4 mm"
"2004-6-22","sistemaRioClaro","101,4 %","0,1 mm","158,5 mm","96,0 mm"
"2004-6-23","sistemaCantareira","40,4 %","0,0 mm","82,6 mm","57,2 mm"
"2004-6-23","sistemaAltoTiete","40,4 %","0,1 mm","86,0 mm","54,3 mm"
"2004-6-23","sistemaGuarapiranga","47,7 %","0,0 mm","65,0 mm","53,9 mm"
"2004-6-23","sistemaCotia","44,1 %","0,0 mm","66,7 mm","61,6 mm"
"2004-6-23","sistemaRioGrande","91,1 %","0,0 mm","87,5 mm","58,4 mm"
"2004-6-23","sistemaRioClaro","101,4 %","0,1 mm","158,6 mm","96,0 mm"
"2004-6-24","sistemaCantareira","40,3 %","0,0 mm","82,6 mm","57,2 mm"
"2004-6-24","sistemaAltoTiete","40,2 %","0,1 mm","86,1 mm","54,3 mm"
"2004-6-24","sistemaGuarapiranga","47,4 %","0,0 mm","65,0 mm","53,9 mm"
"2004-6-24","sistemaCotia","44,1 %","0,0 mm","66,7 mm","61,6 mm"
"2004-6-24","sistemaRioGrande","90,9 %","0,0 mm","87,5 mm","58,4 mm"
"2004-6-24","sistemaRioClaro","101,3 %","0,1 mm","158,7 mm","96,0 mm"
"2004-6-25","sistemaCantareira","40,3 %","0,2 mm","82,8 mm","57,2 mm"
"2004-6-25","sistemaAltoTiete","40,1 %","0,0 mm","86,1 mm","54,3 mm"
"2004-6-25","sistemaGuarapiranga","47,2 %","0,0 mm","65,0 mm","53,9 mm"
"2004-6-25","sistemaCotia","43,9 %","0,0 mm","66,7 mm","61,6 mm"
"2004-6-25","sistemaRioGrande","90,8 %","0,0 mm","87,5 mm","58,4 mm"
"2004-6-25","sistemaRioClaro","101,3 %","0,0 mm","158,7 mm","96,0 mm"
"2004-6-26","sistemaCantareira","40,2 %","0,3 mm","83,1 mm","57,2 mm"
"2004-6-26","sistemaAltoTiete","40,0 %","0,0 mm","86,1 mm","54,3 mm"
"2004-6-26","sistemaGuarapiranga","47,2 %","1,2 mm","66,2 mm","53,9 mm"
"2004-6-26","sistemaCotia","43,9 %","8,6 mm","75,3 mm","61,6 mm"
"2004-6-26","sistemaRioGrande","90,8 %","23,5 mm","111,0 mm","58,4 mm"
"2004-6-26","sistemaRioClaro","101,0 %","0,0 mm","158,7 mm","96,0 mm"
"2004-6-27","sistemaCantareira","40,2 %","0,0 mm","83,1 mm","57,2 mm"
"2004-6-27","sistemaAltoTiete","39,9 %","0,0 mm","86,1 mm","54,3 mm"
"2004-6-27","sistemaGuarapiranga","46,9 %","1,0 mm","67,2 mm","53,9 mm"
"2004-6-27","sistemaCotia","44,0 %","0,0 mm","75,3 mm","61,6 mm"
"2004-6-27","sistemaRioGrande","90,8 %","4,0 mm","115,0 mm","58,4 mm"
"2004-6-27","sistemaRioClaro","101,0 %","0,3 mm","159,0 mm","96,0 mm"
"2004-6-28","sistemaCantareira","40,2 %","0,0 mm","83,1 mm","57,2 mm"
"2004-6-28","sistemaAltoTiete","39,9 %","0,0 mm","86,1 mm","54,3 mm"
"2004-6-28","sistemaGuarapiranga","46,8 %","0,0 mm","67,2 mm","53,9 mm"
"2004-6-28","sistemaCotia","44,0 %","0,0 mm","75,3 mm","61,6 mm"
"2004-6-28","sistemaRioGrande","90,6 %","0,0 mm","115,0 mm","58,4 mm"
"2004-6-28","sistemaRioClaro","100,9 %","0,0 mm","159,0 mm","96,0 mm"
"2004-6-29","sistemaCantareira","40,1 %","0,0 mm","83,1 mm","57,2 mm"
"2004-6-29","sistemaAltoTiete","39,5 %","0,1 mm","86,1 mm","54,3 mm"
"2004-6-29","sistemaGuarapiranga","46,5 %","0,0 mm","67,2 mm","53,9 mm"
"2004-6-29","sistemaCotia","43,9 %","0,0 mm","75,3 mm","61,6 mm"
"2004-6-29","sistemaRioGrande","90,3 %","0,0 mm","115,0 mm","58,4 mm"
"2004-6-29","sistemaRioClaro","100,7 %","0,0 mm","159,0 mm","96,0 mm"
"2004-6-30","sistemaCantareira","40,1 %","0,0 mm","83,1 mm","57,2 mm"
"2004-6-30","sistemaAltoTiete","39,3 %","0,1 mm","86,2 mm","54,3 mm"
"2004-6-30","sistemaGuarapiranga","46,2 %","0,0 mm","67,2 mm","53,9 mm"
"2004-6-30","sistemaCotia","43,7 %","0,0 mm","75,3 mm","61,6 mm"
"2004-6-30","sistemaRioGrande","90,3 %","0,0 mm","115,0 mm","58,4 mm"
"2004-6-30","sistemaRioClaro","100,3 %","0,1 mm","159,1 mm","96,0 mm"
"2004-7-1","sistemaCantareira","40,0 %","0,0 mm","0,0 mm","42,4 mm"
"2004-7-1","sistemaAltoTiete","39,2 %","0,1 mm","0,1 mm","42,4 mm"
"2004-7-1","sistemaGuarapiranga","46,0 %","0,0 mm","0,0 mm","38,1 mm"
"2004-7-1","sistemaCotia","43,4 %","0,0 mm","0,0 mm","48,2 mm"
"2004-7-1","sistemaRioGrande","90,0 %","0,0 mm","0,0 mm","49,3 mm"
"2004-7-1","sistemaRioClaro","100,1 %","0,0 mm","0,0 mm","88,2 mm"
"2004-7-2","sistemaCantareira","39,9 %","0,0 mm","0,0 mm","42,4 mm"
"2004-7-2","sistemaAltoTiete","39,0 %","0,1 mm","0,2 mm","42,4 mm"
"2004-7-2","sistemaGuarapiranga","45,7 %","0,0 mm","0,0 mm","38,1 mm"
"2004-7-2","sistemaCotia","43,3 %","0,0 mm","0,0 mm","48,2 mm"
"2004-7-2","sistemaRioGrande","89,7 %","0,0 mm","0,0 mm","49,3 mm"
"2004-7-2","sistemaRioClaro","99,9 %","0,1 mm","0,1 mm","88,2 mm"
"2004-7-3","sistemaCantareira","39,8 %","0,0 mm","0,0 mm","42,4 mm"
"2004-7-3","sistemaAltoTiete","38,9 %","0,1 mm","0,3 mm","42,4 mm"
"2004-7-3","sistemaGuarapiranga","45,5 %","0,0 mm","0,0 mm","38,1 mm"
"2004-7-3","sistemaCotia","43,0 %","0,0 mm","0,0 mm","48,2 mm"
"2004-7-3","sistemaRioGrande","89,5 %","0,0 mm","0,0 mm","49,3 mm"
"2004-7-3","sistemaRioClaro","99,6 %","0,1 mm","0,2 mm","88,2 mm"
"2004-7-4","sistemaCantareira","39,7 %","0,0 mm","0,0 mm","42,4 mm"
"2004-7-4","sistemaAltoTiete","38,7 %","0,1 mm","0,3 mm","42,4 mm"
"2004-7-4","sistemaGuarapiranga","45,2 %","0,0 mm","0,0 mm","38,1 mm"
"2004-7-4","sistemaCotia","42,7 %","0,0 mm","0,0 mm","48,2 mm"
"2004-7-4","sistemaRioGrande","89,3 %","0,0 mm","0,0 mm","49,3 mm"
"2004-7-4","sistemaRioClaro","99,3 %","0,1 mm","0,3 mm","88,2 mm"
"2004-7-5","sistemaCantareira","39,7 %","0,0 mm","0,0 mm","42,4 mm"
"2004-7-5","sistemaAltoTiete","38,5 %","0,0 mm","0,3 mm","42,4 mm"
"2004-7-5","sistemaGuarapiranga","44,8 %","0,0 mm","0,0 mm","38,1 mm"
"2004-7-5","sistemaCotia","42,6 %","0,0 mm","0,0 mm","48,2 mm"
"2004-7-5","sistemaRioGrande","89,2 %","0,4 mm","0,4 mm","49,3 mm"
"2004-7-5","sistemaRioClaro","99,0 %","0,8 mm","1,1 mm","88,2 mm"
"2004-7-6","sistemaCantareira","39,6 %","0,0 mm","0,0 mm","42,4 mm"
"2004-7-6","sistemaAltoTiete","38,4 %","0,1 mm","0,4 mm","42,4 mm"
"2004-7-6","sistemaGuarapiranga","44,6 %","0,0 mm","0,0 mm","38,1 mm"
"2004-7-6","sistemaCotia","42,4 %","0,0 mm","0,0 mm","48,2 mm"
"2004-7-6","sistemaRioGrande","88,9 %","0,8 mm","1,2 mm","49,3 mm"
"2004-7-6","sistemaRioClaro","99,0 %","5,2 mm","6,3 mm","88,2 mm"
"2004-7-7","sistemaCantareira","39,5 %","0,0 mm","0,0 mm","42,4 mm"
"2004-7-7","sistemaAltoTiete","38,3 %","0,0 mm","0,4 mm","42,4 mm"
"2004-7-7","sistemaGuarapiranga","44,4 %","0,0 mm","0,0 mm","38,1 mm"
"2004-7-7","sistemaCotia","42,2 %","0,0 mm","0,0 mm","48,2 mm"
"2004-7-7","sistemaRioGrande","88,7 %","6,0 mm","7,2 mm","49,3 mm"
"2004-7-7","sistemaRioClaro","99,0 %","0,3 mm","6,6 mm","88,2 mm"
"2004-7-8","sistemaCantareira","39,4 %","0,0 mm","0,0 mm","42,4 mm"
"2004-7-8","sistemaAltoTiete","38,0 %","0,0 mm","0,4 mm","42,4 mm"
"2004-7-8","sistemaGuarapiranga","44,2 %","0,0 mm","0,0 mm","38,1 mm"
"2004-7-8","sistemaCotia","42,0 %","0,0 mm","0,0 mm","48,2 mm"
"2004-7-8","sistemaRioGrande","88,6 %","0,0 mm","7,2 mm","49,3 mm"
"2004-7-8","sistemaRioClaro","98,7 %","0,2 mm","6,8 mm","88,2 mm"
"2004-7-9","sistemaCantareira","39,4 %","8,3 mm","8,3 mm","42,4 mm"
"2004-7-9","sistemaAltoTiete","38,1 %","12,3 mm","12,7 mm","42,4 mm"
"2004-7-9","sistemaGuarapiranga","43,9 %","4,4 mm","4,4 mm","38,1 mm"
"2004-7-9","sistemaCotia","42,0 %","5,2 mm","5,2 mm","48,2 mm"
"2004-7-9","sistemaRioGrande","88,6 %","14,9 mm","22,1 mm","49,3 mm"
"2004-7-9","sistemaRioClaro","98,7 %","9,8 mm","16,6 mm","88,2 mm"
"2004-7-10","sistemaCantareira","39,4 %","1,4 mm","9,7 mm","42,4 mm"
"2004-7-10","sistemaAltoTiete","37,9 %","1,6 mm","14,3 mm","42,4 mm"
"2004-7-10","sistemaGuarapiranga","43,8 %","0,0 mm","4,4 mm","38,1 mm"
"2004-7-10","sistemaCotia","42,0 %","2,7 mm","7,9 mm","48,2 mm"
"2004-7-10","sistemaRioGrande","88,6 %","0,3 mm","22,4 mm","49,3 mm"
"2004-7-10","sistemaRioClaro","98,4 %","0,3 mm","16,9 mm","88,2 mm"
"2004-7-11","sistemaCantareira","39,7 %","21,7 mm","31,4 mm","42,4 mm"
"2004-7-11","sistemaAltoTiete","38,0 %","17,0 mm","31,3 mm","42,4 mm"
"2004-7-11","sistemaGuarapiranga","44,1 %","15,6 mm","20,0 mm","38,1 mm"
"2004-7-11","sistemaCotia","42,3 %","15,5 mm","23,4 mm","48,2 mm"
"2004-7-11","sistemaRioGrande","88,9 %","13,5 mm","35,9 mm","49,3 mm"
"2004-7-11","sistemaRioClaro","100,3 %","28,0 mm","44,9 mm","88,2 mm"
"2004-7-12","sistemaCantareira","39,9 %","0,3 mm","31,7 mm","42,4 mm"
"2004-7-12","sistemaAltoTiete","38,1 %","0,2 mm","31,5 mm","42,4 mm"
"2004-7-12","sistemaGuarapiranga","43,9 %","0,0 mm","20,0 mm","38,1 mm"
"2004-7-12","sistemaCotia","42,3 %","0,6 mm","24,0 mm","48,2 mm"
"2004-7-12","sistemaRioGrande","89,2 %","1,3 mm","37,2 mm","49,3 mm"
"2004-7-12","sistemaRioClaro","101,7 %","6,7 mm","51,6 mm","88,2 mm"
"2004-7-13","sistemaCantareira","40,0 %","0,0 mm","31,7 mm","42,4 mm"
"2004-7-13","sistemaAltoTiete","38,2 %","0,1 mm","31,6 mm","42,4 mm"
"2004-7-13","sistemaGuarapiranga","43,8 %","0,2 mm","20,2 mm","38,1 mm"
"2004-7-13","sistemaCotia","42,3 %","0,0 mm","24,0 mm","48,2 mm"
"2004-7-13","sistemaRioGrande","89,2 %","0,2 mm","37,4 mm","49,3 mm"
"2004-7-13","sistemaRioClaro","101,6 %","0,2 mm","51,8 mm","88,2 mm"
"2004-7-14","sistemaCantareira","39,9 %","0,0 mm","31,7 mm","42,4 mm"
"2004-7-14","sistemaAltoTiete","38,1 %","0,2 mm","31,8 mm","42,4 mm"
"2004-7-14","sistemaGuarapiranga","43,6 %","0,0 mm","20,2 mm","38,1 mm"
"2004-7-14","sistemaCotia","42,2 %","0,0 mm","24,0 mm","48,2 mm"
"2004-7-14","sistemaRioGrande","89,2 %","0,0 mm","37,4 mm","49,3 mm"
"2004-7-14","sistemaRioClaro","101,6 %","0,2 mm","52,0 mm","88,2 mm"
"2004-7-15","sistemaCantareira","39,8 %","0,0 mm","31,7 mm","42,4 mm"
"2004-7-15","sistemaAltoTiete","38,1 %","0,1 mm","31,9 mm","42,4 mm"
"2004-7-15","sistemaGuarapiranga","43,4 %","0,0 mm","20,2 mm","38,1 mm"
"2004-7-15","sistemaCotia","42,0 %","0,0 mm","24,0 mm","48,2 mm"
"2004-7-15","sistemaRioGrande","89,0 %","0,0 mm","37,4 mm","49,3 mm"
"2004-7-15","sistemaRioClaro","101,4 %","0,1 mm","52,1 mm","88,2 mm"
"2004-7-16","sistemaCantareira","39,7 %","0,0 mm","31,7 mm","42,4 mm"
"2004-7-16","sistemaAltoTiete","38,0 %","0,1 mm","32,1 mm","42,4 mm"
"2004-7-16","sistemaGuarapiranga","43,2 %","0,0 mm","20,2 mm","38,1 mm"
"2004-7-16","sistemaCotia","41,8 %","0,0 mm","24,0 mm","48,2 mm"
"2004-7-16","sistemaRioGrande","88,9 %","0,0 mm","37,4 mm","49,3 mm"
"2004-7-16","sistemaRioClaro","101,2 %","1,2 mm","53,3 mm","88,2 mm"
"2004-7-17","sistemaCantareira","39,7 %","3,1 mm","34,8 mm","42,4 mm"
"2004-7-17","sistemaAltoTiete","37,9 %","4,5 mm","36,5 mm","42,4 mm"
"2004-7-17","sistemaGuarapiranga","43,2 %","8,4 mm","28,6 mm","38,1 mm"
"2004-7-17","sistemaCotia","41,8 %","10,8 mm","34,8 mm","48,2 mm"
"2004-7-17","sistemaRioGrande","88,7 %","6,9 mm","44,3 mm","49,3 mm"
"2004-7-17","sistemaRioClaro","103,1 %","27,9 mm","81,2 mm","88,2 mm"
"2004-7-18","sistemaCantareira","39,8 %","0,5 mm","35,3 mm","42,4 mm"
"2004-7-18","sistemaAltoTiete","37,9 %","2,3 mm","38,8 mm","42,4 mm"
"2004-7-18","sistemaGuarapiranga","43,1 %","1,0 mm","29,6 mm","38,1 mm"
"2004-7-18","sistemaCotia","41,9 %","0,6 mm","35,4 mm","48,2 mm"
"2004-7-18","sistemaRioGrande","89,2 %","5,2 mm","49,5 mm","49,3 mm"
"2004-7-18","sistemaRioClaro","102,9 %","23,4 mm","104,6 mm","88,2 mm"
"2004-7-19","sistemaCantareira","39,8 %","8,0 mm","43,3 mm","42,4 mm"
"2004-7-19","sistemaAltoTiete","38,4 %","16,1 mm","54,9 mm","42,4 mm"
"2004-7-19","sistemaGuarapiranga","43,3 %","23,2 mm","52,8 mm","38,1 mm"
"2004-7-19","sistemaCotia","42,3 %","18,1 mm","53,5 mm","48,2 mm"
"2004-7-19","sistemaRioGrande","90,6 %","21,3 mm","70,8 mm","49,3 mm"
"2004-7-19","sistemaRioClaro","102,3 %","15,3 mm","119,9 mm","88,2 mm"
"2004-7-20","sistemaCantareira","40,7 %","43,1 mm","86,4 mm","42,4 mm"
"2004-7-20","sistemaAltoTiete","39,0 %","26,5 mm","81,4 mm","42,4 mm"
"2004-7-20","sistemaGuarapiranga","44,4 %","27,4 mm","80,2 mm","38,1 mm"
"2004-7-20","sistemaCotia","43,9 %","31,5 mm","85,0 mm","48,2 mm"
"2004-7-20","sistemaRioGrande","92,4 %","30,5 mm","101,3 mm","49,3 mm"
"2004-7-20","sistemaRioClaro","102,5 %","28,0 mm","147,9 mm","88,2 mm"
"2004-7-21","sistemaCantareira","41,3 %","1,8 mm","88,2 mm","42,4 mm"
"2004-7-21","sistemaAltoTiete","39,6 %","2,0 mm","83,5 mm","42,4 mm"
"2004-7-21","sistemaGuarapiranga","45,2 %","1,4 mm","81,6 mm","38,1 mm"
"2004-7-21","sistemaCotia","44,7 %","4,4 mm","89,4 mm","48,2 mm"
"2004-7-21","sistemaRioGrande","93,2 %","8,7 mm","110,0 mm","49,3 mm"
"2004-7-21","sistemaRioClaro","102,2 %","4,0 mm","151,9 mm","88,2 mm"
"2004-7-22","sistemaCantareira","41,6 %","0,5 mm","88,7 mm","42,4 mm"
"2004-7-22","sistemaAltoTiete","39,9 %","1,0 mm","84,5 mm","42,4 mm"
"2004-7-22","sistemaGuarapiranga","45,7 %","0,0 mm","81,6 mm","38,1 mm"
"2004-7-22","sistemaCotia","45,3 %","0,7 mm","90,1 mm","48,2 mm"
"2004-7-22","sistemaRioGrande","93,5 %","2,8 mm","112,8 mm","49,3 mm"
"2004-7-22","sistemaRioClaro","101,9 %","2,0 mm","153,9 mm","88,2 mm"
"2004-7-23","sistemaCantareira","41,7 %","0,2 mm","88,9 mm","42,4 mm"
"2004-7-23","sistemaAltoTiete","40,1 %","1,7 mm","86,2 mm","42,4 mm"
"2004-7-23","sistemaGuarapiranga","46,1 %","1,0 mm","82,6 mm","38,1 mm"
"2004-7-23","sistemaCotia","45,6 %","0,3 mm","90,4 mm","48,2 mm"
"2004-7-23","sistemaRioGrande","93,5 %","0,4 mm","113,2 mm","49,3 mm"
"2004-7-23","sistemaRioClaro","101,7 %","1,5 mm","155,4 mm","88,2 mm"
"2004-7-24","sistemaCantareira","41,8 %","0,0 mm","88,9 mm","42,4 mm"
"2004-7-24","sistemaAltoTiete","40,1 %","0,2 mm","86,4 mm","42,4 mm"
"2004-7-24","sistemaGuarapiranga","46,5 %","0,0 mm","82,6 mm","38,1 mm"
"2004-7-24","sistemaCotia","45,7 %","0,0 mm","90,4 mm","48,2 mm"
"2004-7-24","sistemaRioGrande","93,4 %","0,0 mm","113,2 mm","49,3 mm"
"2004-7-24","sistemaRioClaro","101,7 %","0,0 mm","155,4 mm","88,2 mm"
"2004-7-25","sistemaCantareira","41,8 %","0,0 mm","88,9 mm","42,4 mm"
"2004-7-25","sistemaAltoTiete","40,2 %","0,2 mm","86,6 mm","42,4 mm"
"2004-7-25","sistemaGuarapiranga","46,5 %","0,0 mm","82,6 mm","38,1 mm"
"2004-7-25","sistemaCotia","45,7 %","0,0 mm","90,4 mm","48,2 mm"
"2004-7-25","sistemaRioGrande","93,4 %","0,0 mm","113,2 mm","49,3 mm"
"2004-7-25","sistemaRioClaro","101,6 %","0,3 mm","155,7 mm","88,2 mm"
"2004-7-26","sistemaCantareira","41,8 %","0,0 mm","88,9 mm","42,4 mm"
"2004-7-26","sistemaAltoTiete","40,1 %","0,3 mm","86,9 mm","42,4 mm"
"2004-7-26","sistemaGuarapiranga","46,4 %","0,0 mm","82,6 mm","38,1 mm"
"2004-7-26","sistemaCotia","45,7 %","0,0 mm","90,4 mm","48,2 mm"
"2004-7-26","sistemaRioGrande","93,2 %","0,0 mm","113,2 mm","49,3 mm"
"2004-7-26","sistemaRioClaro","101,6 %","0,0 mm","155,7 mm","88,2 mm"
"2004-7-27","sistemaCantareira","41,8 %","0,0 mm","88,9 mm","42,4 mm"
"2004-7-27","sistemaAltoTiete","40,0 %","0,2 mm","87,1 mm","42,4 mm"
"2004-7-27","sistemaGuarapiranga","46,4 %","0,0 mm","82,6 mm","38,1 mm"
"2004-7-27","sistemaCotia","45,6 %","0,0 mm","90,4 mm","48,2 mm"
"2004-7-27","sistemaRioGrande","93,0 %","0,0 mm","113,2 mm","49,3 mm"
"2004-7-27","sistemaRioClaro","101,6 %","0,5 mm","156,2 mm","88,2 mm"
"2004-7-28","sistemaCantareira","41,7 %","0,0 mm","88,9 mm","42,4 mm"
"2004-7-28","sistemaAltoTiete","39,9 %","0,2 mm","87,3 mm","42,4 mm"
"2004-7-28","sistemaGuarapiranga","46,2 %","0,0 mm","82,6 mm","38,1 mm"
"2004-7-28","sistemaCotia","45,4 %","0,0 mm","90,4 mm","48,2 mm"
"2004-7-28","sistemaRioGrande","92,9 %","0,0 mm","113,2 mm","49,3 mm"
"2004-7-28","sistemaRioClaro","101,6 %","0,2 mm","156,4 mm","88,2 mm"
"2004-7-29","sistemaCantareira","41,7 %","0,0 mm","88,9 mm","42,4 mm"
"2004-7-29","sistemaAltoTiete","39,8 %","0,2 mm","87,5 mm","42,4 mm"
"2004-7-29","sistemaGuarapiranga","46,0 %","0,0 mm","82,6 mm","38,1 mm"
"2004-7-29","sistemaCotia","45,3 %","0,1 mm","90,5 mm","48,2 mm"
"2004-7-29","sistemaRioGrande","92,7 %","0,0 mm","113,2 mm","49,3 mm"
"2004-7-29","sistemaRioClaro","101,6 %","0,0 mm","156,4 mm","88,2 mm"
"2004-7-30","sistemaCantareira","41,6 %","0,0 mm","88,9 mm","42,4 mm"
"2004-7-30","sistemaAltoTiete","39,7 %","0,2 mm","87,7 mm","42,4 mm"
"2004-7-30","sistemaGuarapiranga","45,9 %","0,0 mm","82,6 mm","38,1 mm"
"2004-7-30","sistemaCotia","45,1 %","0,0 mm","90,5 mm","48,2 mm"
"2004-7-30","sistemaRioGrande","92,5 %","0,0 mm","113,2 mm","49,3 mm"
"2004-7-30","sistemaRioClaro","101,6 %","0,3 mm","156,7 mm","88,2 mm"
"2004-7-31","sistemaCantareira","41,6 %","0,0 mm","88,9 mm","42,4 mm"
"2004-7-31","sistemaAltoTiete","39,6 %","0,1 mm","87,8 mm","42,4 mm"
"2004-7-31","sistemaGuarapiranga","45,6 %","0,0 mm","82,6 mm","38,1 mm"
"2004-7-31","sistemaCotia","45,0 %","0,0 mm","90,5 mm","48,2 mm"
"2004-7-31","sistemaRioGrande","92,4 %","0,0 mm","113,2 mm","49,3 mm"
"2004-7-31","sistemaRioClaro","101,4 %","0,2 mm","156,9 mm","88,2 mm"
"2004-8-1","sistemaCantareira","41,5 %","0,0 mm","0,0 mm","41,3 mm"
"2004-8-1","sistemaAltoTiete","39,4 %","0,1 mm","0,1 mm","39,9 mm"
"2004-8-1","sistemaGuarapiranga","45,3 %","0,0 mm","0,0 mm","42,2 mm"
"2004-8-1","sistemaCotia","44,8 %","0,0 mm","0,0 mm","41,6 mm"
"2004-8-1","sistemaRioGrande","92,2 %","0,0 mm","0,0 mm","51,6 mm"
"2004-8-1","sistemaRioClaro","101,3 %","0,1 mm","0,1 mm","101,1 mm"
"2004-8-2","sistemaCantareira","41,5 %","0,0 mm","0,0 mm","41,3 mm"
"2004-8-2","sistemaAltoTiete","39,3 %","0,1 mm","0,2 mm","39,9 mm"
"2004-8-2","sistemaGuarapiranga","45,1 %","0,0 mm","0,0 mm","42,2 mm"
"2004-8-2","sistemaCotia","44,7 %","0,0 mm","0,0 mm","41,6 mm"
"2004-8-2","sistemaRioGrande","92,1 %","0,0 mm","0,0 mm","51,6 mm"
"2004-8-2","sistemaRioClaro","101,2 %","0,2 mm","0,3 mm","101,1 mm"
"2004-8-3","sistemaCantareira","41,4 %","0,0 mm","0,0 mm","41,3 mm"
"2004-8-3","sistemaAltoTiete","39,1 %","0,0 mm","0,2 mm","39,9 mm"
"2004-8-3","sistemaGuarapiranga","44,8 %","0,0 mm","0,0 mm","42,2 mm"
"2004-8-3","sistemaCotia","44,6 %","0,0 mm","0,0 mm","41,6 mm"
"2004-8-3","sistemaRioGrande","91,9 %","0,0 mm","0,0 mm","51,6 mm"
"2004-8-3","sistemaRioClaro","101,0 %","0,2 mm","0,5 mm","101,1 mm"
"2004-8-4","sistemaCantareira","41,3 %","0,0 mm","0,0 mm","41,3 mm"
"2004-8-4","sistemaAltoTiete","39,0 %","0,0 mm","0,2 mm","39,9 mm"
"2004-8-4","sistemaGuarapiranga","44,6 %","0,0 mm","0,0 mm","42,2 mm"
"2004-8-4","sistemaCotia","44,4 %","0,0 mm","0,0 mm","41,6 mm"
"2004-8-4","sistemaRioGrande","91,6 %","0,0 mm","0,0 mm","51,6 mm"
"2004-8-4","sistemaRioClaro","100,9 %","0,1 mm","0,6 mm","101,1 mm"
"2004-8-5","sistemaCantareira","41,2 %","0,0 mm","0,0 mm","41,3 mm"
"2004-8-5","sistemaAltoTiete","38,9 %","0,1 mm","0,3 mm","39,9 mm"
"2004-8-5","sistemaGuarapiranga","44,3 %","0,0 mm","0,0 mm","42,2 mm"
"2004-8-5","sistemaCotia","44,3 %","0,0 mm","0,0 mm","41,6 mm"
"2004-8-5","sistemaRioGrande","91,4 %","0,0 mm","0,0 mm","51,6 mm"
"2004-8-5","sistemaRioClaro","100,6 %","0,3 mm","0,9 mm","101,1 mm"
"2004-8-6","sistemaCantareira","41,1 %","0,0 mm","0,0 mm","41,3 mm"
